OBJECTID,ID,ADDRESS,TERMINAL_NUMBER,LATITUDE,LONGITUDE,INSTALLED,LOCKED,INSTALL_DATE,REMOVAL_DATE,TEMPORARY_INSTALL,NUMBER_OF_BIKES,NUMBER_OF_EMPTY_DOCKS,X,Y,SE_ANNO_CAD_DATA,OWNER
292430994,392,South Capitol & Atlantic St SW,31811,38.831516,-77.008133,YES,NO,,,NO,5,14,399293.83485771,129303.10478708,,DC
292430995,393,18th & C St NW,31284,38.893511,-77.041544,YES,NO,,,NO,10,9,396395.98519699,136185.79095053,,DC
292430996,394,22nd & P ST NW,31285,38.909394,-77.048728,YES,NO,,,NO,12,7,395773.70179205,137949.23962405,,DC
292430997,395,East West Hwy & 16th St,32056,38.995681,-77.038721,YES,NO,,,NO,5,14,396645.69611866,147527.46678748,,
292430998,396,Royal St & Wilkes St,31903,38.799267,-77.0447,YES,NO,,,NO,8,7,396117.07402725,125724.17677004,,
292430999,397,14th & Girard St NW,31123,38.925284,-77.032375,YES,NO,,,NO,11,12,397192.66283204,139712.53240828,,DC
292431000,398,Potomac Ave & Main Line Blvd,31910,38.822738,-77.049265,YES,NO,,,NO,15,4,395721.93521693,128329.81125103,,
292431001,399,11th & O St NW,31286,38.90843,-77.02714,YES,NO,,,NO,13,6,397646.04975824,137841.44968105,,DC
292431002,400,10th St & L'Enfant Plaza SW,31287,38.884323,-77.02601,YES,NO,,,NO,8,13,397743.29626981,135165.35272935,,DC
292431003,401,Connecticut Ave & Yuma St NW,31318,38.947156,-77.065115,YES,NO,,,NO,12,7,394355.40758835,142142.03129017,,DC
292431004,402,2nd St & Massachusetts Ave NE,31641,38.894972,-77.003135,YES,NO,,,NO,12,10,399728.03881641,136347.15809919,,DC
292431005,403,Radford St & Osage St,31908,38.828437,-77.086031,YES,NO,,,NO,5,18,392529.85317524,128964.8036433,,
292431006,404,East Falls Church Metro / Sycamore St & 19th St N,31904,38.885321,-77.156427,YES,NO,,,NO,12,7,386428.1319191,135287.44495049,,
292431007,405,Kennebec St & 11th St N,31905,38.880992,-77.135271,YES,NO,,,NO,11,4,388262.94832495,134803.96063251,,
292431008,406,Commonwealth Ave & Oak St,31906,38.812711,-77.061715,YES,NO,,,NO,8,11,394640.05213358,127217.4065506,,
292431009,407,Commonwealth Ave & E Monroe Ave,31913,38.820058,-77.062821,YES,NO,,,NO,9,6,394544.55728453,128033.03642625,,
292431010,408,4th St & Madison Dr NW,31288,38.890493,-77.017253,YES,NO,,,NO,2,29,398503.20865538,135850.09061145,,DC
292431011,409,Henry Bacon Dr & Lincoln Memorial Circle NW,31289,38.890544,-77.049379,YES,NO,,,NO,5,14,395716.10712295,135856.76917174,,DC
292431012,410,17th St & Independence Ave SW,31290,38.888097,-77.038325,YES,NO,,,NO,2,16,396674.98675895,135584.67242635,,DC
292431013,411,Franklin St & S Washington St,31907,38.798133,-77.0487,YES,NO,,,NO,19,0,395769.54149325,125598.47353608,,
292431014,412,Mount Vernon Ave & Four Mile Run Park,31909,38.843422,-77.064016,YES,NO,,,NO,8,7,394442.60095851,130626.66931776,,
292431015,413,4th St & K St NW,31642,38.902406,-77.016006,YES,NO,,,NO,15,7,398611.62453759,137172.50854187,,DC
292431016,414,Mount Vernon Ave & Bruce St,31912,38.841291,-77.063093,YES,NO,,,NO,4,11,394522.56553515,130390.05783003,,
292431017,415,Lee Center,31914,38.797557,-77.053766,YES,NO,,,NO,6,9,395329.43195741,125534.78097568,,
292431018,416,Powhatan St & Bashford Ln,31915,38.818748,-77.047783,YES,NO,,,NO,13,2,395850.39700673,127886.82678479,,
292431019,417,Potomac Ave & Swann Ave,31916,38.829545,-77.047844,YES,NO,,,NO,6,12,395845.72775465,129085.36771264,,
292431020,418,14th & Irving St NW,31124,38.928552,-77.032224,YES,NO,,,NO,26,4,397205.88456877,140075.30373809,,DC
292431021,419,Vermont Ave & I St NW,31291,38.901136,-77.034451,YES,NO,,,NO,3,22,397011.63477773,137031.97048551,,DC
292431022,420,Wisconsin Ave & Brandywine St NW,31319,38.949813,-77.080217,YES,NO,,,NO,10,15,393046.52732614,142438.02422189,,DC
292431023,421,24th & R St NE / National Arboretum,31520,38.91263,-76.971923,YES,NO,,,NO,8,10,402435.07623743,138307.70879166,,DC
292431024,422,Division Ave & Foote St NE,31713,38.897407,-76.925907,YES,NO,,,NO,1,13,406427.34608733,136620.06609604,,DC
292431025,423,16th & Q St SE / Anacostia HS,31812,38.870695,-76.982359,YES,NO,,,NO,9,14,401530.8771481,133652.36788743,,DC
292431026,424,Spring Hill Metro,32200,38.929261,-77.240654,YES,NO,,,NO,7,8,379133.32906395,140181.01997978,,
292431027,425,Westpark Dr & Leesburg Pike,32201,38.92403,-77.235955,YES,NO,,,NO,3,8,379539.26898978,139599.2725456,,
292431028,427,Tysons One Pl & Chain Bridge Rd,32203,38.919475,-77.221179,YES,NO,,,NO,10,1,380819.33544907,139090.42242219,,
292431029,428,Tysons Corner Station,32204,38.920939,-77.222115,YES,NO,,,NO,2,9,380738.56101699,139253.13535423,,
292431030,429,Westpark & Jones Branch Dr,32205,38.924437,-77.217664,YES,NO,,,NO,8,3,381125.46936865,139640.51216859,,
292431031,430,Jones Branch & Westbranch Dr,32206,38.931911,-77.219261,YES,NO,,,NO,8,3,380988.98002738,140470.51937627,,
292431032,431,Westpark & Park Run Dr,32207,38.928919,-77.225394,YES,NO,,,NO,9,2,380456.39941172,140139.67762131,,
292431033,432,Tysons West Transit Center,32208,38.932636,-77.231825,YES,NO,,,NO,7,3,379899.82535415,140553.69184941,,
292431034,433,North Shore & Cameron Crescent Dr/Crescent Apartments,32209,38.970046,-77.338686,YES,NO,,,NO,5,5,370649.98316139,144735.46493428,,
292431035,434,Town Center Pkwy & Bowman Towne Dr,32210,38.962524,-77.361902,YES,NO,,,NO,9,6,368634.8195974,143908.17868719,,
292431036,435,Reston Regional Library,32211,38.962095,-77.358815,YES,NO,,,NO,6,8,368902.1739327,143859.49993933,,
292431037,436,New Dominion Pkwy & Fountain Dr,32212,38.960574,-77.356324,YES,NO,,,NO,9,6,369117.40410412,143689.81045718,,
292431038,437,Sunset Hills & Old Reston Ave,32213,38.955079,-77.351649,YES,NO,,,NO,4,11,369520.23453313,143078.24814447,,
292431039,438,Reston Town Center Transit Station,32214,38.957037,-77.359718,YES,NO,,,NO,4,13,368821.70051475,143298.32745781,,
292431040,439,1st & D St SE,31643,38.884916,-77.005965,YES,NO,,,NO,10,8,399482.46343538,135230.87572136,,DC
292431041,440,Wiehle Ave & Reston Station Blvd,32215,38.9492,-77.3368,YES,NO,,,NO,4,15,370804.88270418,142420.77692888,,
292431042,441,Library St & Freedom Dr,32216,38.959633,-77.358741,YES,NO,,,NO,8,11,368907.51332443,143586.17197497,,
292431043,442,Sunset Hills Rd & Discovery Square,32217,38.95534,-77.357611,YES,NO,,,NO,5,10,369003.58432792,143109.22880515,,
292431044,443,22nd St & Constitution Ave NW,31292,38.892441,-77.048947,YES,NO,,,NO,9,14,395753.69834411,136067.33084543,,DC
292431045,444,61st St & Banks Pl NE,31714,38.891805,-76.913563,YES,NO,,,NO,9,10,407498.73967816,135999.14156768,,DC
292431046,445,Temporary Rd & Old Reston Ave,32218,38.960084,-77.353414,YES,NO,,,NO,9,6,369369.40191424,143634.4358956,,
292431047,446,Reston YMCA,32219,38.955314,-77.368416,YES,NO,,,NO,11,3,368067.03974401,143110.06678211,,
292431048,447,Sunset Hills Rd & Isaac Newton Square,32220,38.951443,-77.340377,YES,NO,,,NO,7,4,370495.7444288,142670.91855872,,
292431049,448,N Lynn St & Fairfax Dr,31917,38.89386,-77.070862,YES,NO,,,NO,9,6,393852.62779737,136226.09856392,,
292431050,449,Georgia Ave & Piney Branch Rd NW,31414,38.967505,-77.027976,YES,NO,,,NO,9,6,397575.55015788,144399.31612925,,DC
292431051,450,Greensboro & International Dr,32221,38.923083,-77.227417,YES,NO,,,NO,7,4,380279.37434818,139492.26880639,,
292431052,451,Madison St & Fairfax St,31918,38.812351,-77.040691,YES,NO,,,NO,12,3,396465.96860825,127176.42009605,,
292431053,452,Sligo Ave & Carroll Ln,32058,38.990874,-77.016311,YES,NO,,,NO,8,7,398586.92327584,146993.256491,,
292431054,453,15th & W St NW,31125,38.919086,-77.034502,YES,NO,,,NO,16,3,397007.96400294,139024.5695478,,DC
292431055,454,12th St & Pennsylvania Ave SE,31644,38.882489,-76.990121,YES,NO,,,NO,8,11,400857.15299711,134961.48951302,,DC
292431056,455,3rd St & Riggs Rd NE,31412,38.957463,-77.002239,YES,NO,,,NO,14,1,399805.93693957,143284.19137817,,DC
292431057,456,Carlin Springs Rd & N Thomas St,31919,38.876695,-77.112982,YES,NO,,,NO,7,8,390196.30536757,134324.33170588,,
292431058,457,Towers Crescent Dr & Tysons One Pl,32222,38.915246,-77.220157,YES,NO,,,NO,5,5,380906.83105285,138620.75516987,,
292431059,458,6th & K St NE,31645,38.902351,-76.998389,YES,NO,,,NO,10,9,400139.73976045,137166.28261652,,DC
292431060,459,Pooks Hill Rd & Linden Ave,32057,39.014716,-77.107143,YES,NO,,,NO,5,10,390720.95043328,149645.2816699,,
292431061,460,Takoma Park Rec Center,32059,38.98265,-76.988311,YES,NO,,,NO,7,7,401012.77423762,146080.24993225,,
292431062,461,New Hampshire & Kirklynn Ave,32061,38.988101,-76.988422,YES,NO,,,NO,4,11,401003.0800788,146685.36332198,,
292431063,462,Wheaton Metro / Georgia Ave & Reedie Dr,32062,39.038341,-77.051023,YES,NO,,,NO,5,6,395582.65145222,152263.70107898,,
292431064,463,Amherst Ave & Elkins St,32063,39.044887,-77.047788,YES,NO,,,NO,11,4,395863.10400444,152990.22852961,,
292431065,464,Amherst Ave & Prichard Rd,32064,39.035965,-77.048395,YES,NO,,,NO,9,6,395810.0323662,151999.81494344,,
292431066,465,Grandview & Blueridge Ave,32065,39.043272,-77.053085,YES,NO,,,NO,8,6,395404.45083084,152811.19876663,,
292431067,466,Windham Ln & Amherst Ave,32066,39.032029,-77.04735,YES,NO,,,NO,6,8,395900.28028089,151562.82832343,,
292431068,467,North Shore Dr & Village Rd,32223,38.970412,-77.340787,YES,NO,,,NO,7,4,370468.0661928,144776.77171083,,
292431069,468,Town Center Pkwy & Sunset Hills Rd,32224,38.955171,-77.363094,YES,NO,,,NO,7,4,368528.26577752,143092.3443935,,
292431070,469,3rd & Underwood St NW,31413,38.968834,-77.016258,YES,NO,,,NO,11,8,398591.07910767,144546.60165408,,DC
292431071,470,18th & Monroe St NE,31521,38.93293,-76.979517,YES,NO,,,NO,13,6,401775.95435655,140561.00567055,,DC
292431072,471,7th & E St SW,31294,38.88345,-77.021741,YES,NO,,,NO,13,4,398113.66411757,135068.34613835,,DC
292431073,472,Shady Grove Metro East,32067,39.121327,-77.164969,YES,NO,,,NO,11,8,385734.35932116,161487.81062324,,
292431074,473,Potomac & M St NW,31295,38.905368,-77.065149,YES,NO,,,NO,14,3,394349.14970107,137503.20919441,,DC
292431075,474,Columbia & Ontario Rd NW,31296,38.924088,-77.040787,YES,NO,,,NO,12,10,396463.17281514,139580.05853158,,DC
292431076,475,Washington-Liberty High School / N Stafford St & Generals Way,31920,38.888282,-77.111066,YES,NO,,,NO,8,7,390364.12569347,135610.37264375,,
292431077,476,Westover Library / Washington Blvd & N McKinley Rd,31921,38.886048,-77.142317,YES,NO,,,NO,7,8,387652.46388519,135366.14435057,,
292431078,477,Columbia Pike & S Taylor St,31923,38.858524,-77.103728,YES,NO,,,NO,4,11,390997.00279743,132306.26461119,,
292431079,478,Columbus Ave & Tribeca St,32068,39.126,-77.1673,YES,NO,,,NO,5,6,385533.7377928,162006.94178854,,
292431080,479,Columbus Ave & Gramercy Blvd,32069,39.12333,-77.16486,YES,NO,,,NO,8,3,385744.18661456,161710.15281948,,
292431081,480,Reston Pkwy & Spectrum Dr,32225,38.964208,-77.35428,YES,NO,,,NO,5,10,369296.1222373,144092.52580133,,
292431082,481,Key West Ave & Great Seneca Hwy,32070,39.105642,-77.20386,YES,NO,,,NO,5,6,382367.38936046,159753.36941456,,
292431083,482,Virginia Ave & 25th St NW,31297,38.8995,-77.054155,YES,NO,,,NO,18,1,395302.35335497,136851.190868,,DC
292431084,483,15th & M St NW,31298,38.905424,-77.034674,YES,NO,,,NO,13,6,396992.47200484,137507.98042771,,DC
292431085,484,11th & Girard St NW,31126,38.925636,-77.027112,YES,NO,,,NO,3,15,397649.0455579,139751.45871596,,DC
292431086,485,Connecticut Ave & R St NW,31299,38.912644,-77.04564,YES,NO,,,NO,17,0,396041.71190715,138309.87791719,,DC
292431087,486,Wilson Blvd & N Troy St,31924,38.892556,-77.082089,YES,NO,,,NO,1,14,392878.54077938,136082.16026187,,
292431088,487,American University East Campus,31320,38.936298,-77.087128,YES,NO,,,NO,4,13,392446.02744342,140938.28866237,,DC
292431089,488,15th St & Constitution Ave NW,31321,38.892244,-77.033234,YES,NO,,,NO,16,0,397116.84102069,136044.84872031,,DC
292431090,489,22nd & H St NW,31127,38.899104,-77.048946,YES,NO,,,NO,8,9,395754.18167179,136806.97654528,,DC
292431091,490,23rd & M St NW,31128,38.905303,-77.050264,YES,NO,,,NO,10,9,395640.23073239,137495.17752963,,DC
292431092,491,Corporate Blvd & Omega Dr,32071,39.106971,-77.192645,YES,NO,,,NO,2,13,383337.72634014,159898.79852701,,
292431093,492,Key West Ave & Diamondback Dr,32072,39.106152,-77.202354,YES,NO,,,NO,1,10,382497.7741937,159809.69600414,,
292431094,493,Alabama Ave & Stanton Rd SE / Shops at Park Village,31813,38.84627,-76.98185,YES,NO,,,NO,4,15,401575.58698417,130941.02523883,,DC
292431095,494,Mississippi Ave & 19th St SE / THEARC,31814,38.84377,-76.97557,YES,NO,,,NO,6,13,402120.82301757,130663.63495458,,DC
292431096,495,19th & Savannah St SE,31815,38.84623,-76.97703,YES,NO,,,NO,4,7,401994.00843863,130936.67919577,,DC
292431097,496,4th St & Mississippi Ave SE,31816,38.836,-77.0009,YES,NO,,,NO,13,6,399921.86047978,129800.82808676,,DC
292431098,497,1st & S Capitol St SE / Oxon Run Trail,31817,38.824481,-77.005497,YES,NO,,,NO,15,4,399522.66417816,128522.15576317,,DC
292431099,498,Livingston Rd & 3rd St SE,31818,38.82373,-77.00223,YES,NO,,,NO,10,5,399806.35436098,128438.77779685,,DC
292431100,499,Joliet St & MLK Ave SW/Bald Eagle Rec Ctr,31819,38.81909,-77.01033,YES,NO,,,NO,7,11,399102.91954224,127923.75575858,,DC
292431101,500,37th & Ely Pl SE,31715,38.883011,-76.949709,YES,NO,,,NO,4,11,404363.47443248,135020.59106453,,DC
292431102,501,15th St & Pennsylvania Ave NW,31129,38.89635,-77.03338,YES,NO,,,NO,5,14,397104.34170479,136500.65176137,,DC
292431103,505,Maine Ave & 9th St SW,31646,38.88044,-77.025236,YES,NO,,,NO,3,12,397810.3316151,134734.29111053,,DC
292431104,506,Lincoln Rd & Seaton Pl NE/Harry Thomas Rec Center,31523,38.915,-77.0078,YES,NO,,,NO,9,10,399323.54012973,138570.45287747,,DC
292431105,507,Blueridge Ave & Elkin St,32073,39.04313,-77.05006,YES,NO,,,NO,9,6,395666.3153108,152795.28723461,,
292431106,508,Georgia Ave & Kennedy St NW,31415,38.95674,-77.02791,YES,NO,,,NO,8,10,397580.9044781,143204.29914198,,DC
292431107,509,7th St & Massachusetts Ave NE,31647,38.89222,-76.99602,YES,NO,,,NO,7,10,400345.27823457,136041.66724467,,DC
292431108,510,Anacostia Park,31820,38.87335,-76.9834,YES,NO,,,NO,6,13,401440.48609721,133947.07578113,,DC
292431109,511,Twinbrook Metro,32074,39.062041,-77.120776,YES,NO,,,NO,9,5,389547.22460493,154900.35101059,,
292431110,512,White Flint Metro,32075,39.04753,-77.11287,YES,NO,,,NO,9,16,390229.47146744,153288.58874682,,
292431111,513,Citadel Ave & McGrath Blvd,32076,39.049,-77.10933,YES,NO,,,NO,8,6,390536.10487958,153451.40235199,,
292431112,514,Rockville Pike & Old Georgetown Rd,32077,39.049765,-77.11368,YES,NO,,,NO,7,7,390159.66327327,153536.78591612,,
292431113,515,Woodglen Dr & Executive Blvd,32078,39.04317,-77.1135,YES,NO,,,NO,5,11,390174.3341235,152804.64762876,,
292431114,516,Executive Blvd & E Jefferson St,32079,39.04873,-77.1257,YES,NO,,,NO,12,3,389119.03377561,153423.25344851,,
292431115,517,Fishers Ln & Rock Creek Mill Rd,32080,39.0629,-77.113454,YES,NO,,,NO,5,10,390181.03839473,154994.89700637,,
292431116,518,Congressional Ln & E Jefferson St,32081,39.06219,-77.129235,YES,NO,,,NO,7,8,388815.14917769,154917.89423183,,
292431117,519,Garland Ave & Walden Rd,32082,39.00048,-77.00077,YES,NO,,,NO,10,5,399933.30130751,148059.49329491,,
292431118,520,Greensboro & Pinnacle Dr,32227,38.92245,-77.23034,YES,NO,,,NO,4,9,380025.7275732,139422.63616382,,
292431119,521,1301 McCormick Dr / Wayne K. Curry Admin Bldg,32400,38.908391,-76.843263,YES,NO,,,NO,9,6,413594.36716813,137848.44081626,,
292431120,522,Largo Town Center Metro,32401,38.899811,-76.844604,YES,NO,,,NO,4,13,413479.67880639,136895.79387366,,
292431121,523,Baltimore Ave & Van Buren St / Riverdale Park Station,32402,38.969581,-76.937349,YES,NO,,,NO,7,9,405429.28841871,144631.26332121,,
292431122,524,Baltimore Ave & Jefferson St,32403,38.95548,-76.940133,YES,NO,,,NO,8,6,405189.0556649,143065.75926068,,
292431123,525,Perry & 35th St,32404,38.936213,-76.960054,YES,NO,,,NO,8,7,403463.31126239,140926.00580608,,
292431124,526,Rockville Pike & Meeting St,32083,39.050539,-77.115212,YES,NO,,,NO,11,4,390027.15922295,153622.87491098,,
292431125,527,Potomac Ave & Half St SW,31648,38.870201,-77.010837,YES,NO,,,NO,8,14,399059.564052,133597.43811401,,DC
292431126,529,Crystal Dr & Potomac Ave,31925,38.848304,-77.05122,YES,NO,,,NO,1,10,395553.75965314,131167.90422253,,
292431127,530,Largo Rd & Campus Way / Prince Georges's Comm Col,32405,38.88994,-76.825535,YES,NO,,,NO,10,5,415135.8933892,135803.02524401,,
292431128,531,Stanton Square SE,31822,38.855004,-76.984512,YES,NO,,,NO,8,11,401344.3364042,131910.51845013,,DC
292431129,532,14th & Newton St NW,31649,38.931991,-77.032956,YES,NO,,,NO,11,8,397142.5512971,140457.08506238,,DC
292431130,533,48th Pl & MacArthur Blvd NW,31322,38.917304,-77.09629,YES,NO,,,NO,8,10,391649.4609413,138830.59122064,,DC
292431131,534,14th & Luzon St NW,31416,38.969489,-77.033509,YES,NO,,,NO,6,13,397096.13141553,144619.72035474,,DC
292431132,535,1st & M St SE,31650,38.876893,-77.006072,YES,NO,,,NO,7,12,399473.12064057,134340.26201911,,DC
292431133,536,Fleet St & Waterfront St,32406,38.782633,-77.016059,YES,NO,,,NO,5,10,398604.68836866,123876.87422328,,
292431134,537,Oxon Hill Park & Ride,32407,38.798749,-77.00103,YES,NO,,,NO,2,13,399910.5270042,125665.72542345,,
292431135,538,11th & Park Rd NW,31651,38.931942,-77.028357,YES,NO,,,NO,13,6,397541.30571036,140451.51172761,,DC
292431136,539,4th & M St SE,31652,38.876751,-77.000736,YES,NO,,,NO,8,11,399936.13570809,134324.48167991,,DC
292431137,540,Kansas Ave & Sherman Cr NW,31417,38.948057,-77.021467,YES,NO,,,NO,11,8,398139.12396604,142240.25608725,,DC
292431138,541,Campus Commons,32228,38.944707,-77.335425,YES,NO,,,NO,6,5,370922.23982449,141921.57807479,,
292431139,542,Park Run & Onyx Dr,32229,38.92755,-77.226644,YES,NO,,,NO,7,4,380347.63656968,139987.97567858,,
292431140,543,7th & K St NW,31653,38.902674,-77.021392,YES,NO,,,NO,10,7,398144.44482152,137202.35439866,,DC
292431141,544,King Greenleaf Rec Center,31654,38.876211,-77.012443,YES,NO,,,NO,11,7,398920.28614755,134264.61092602,,DC
292431142,545,Montello Ave & Holbrook Terr NE,31524,38.907444,-76.986813,YES,NO,,,NO,9,9,401143.77197127,137731.72831818,,DC
292431143,546,New Jersey Ave & F St NW,31655,38.897108,-77.011616,YES,NO,,,NO,4,29,398992.34242003,136584.33049353,,DC
292431144,547,Maryland Ave & 17th St NE,31656,38.901935,-76.978627,YES,NO,,,NO,2,17,401853.92631338,137120.31905717,,DC
292431145,548,Massachusetts Ave & 6th St NE,31657,38.892934,-76.998273,YES,NO,,,NO,7,11,400149.82149334,136120.92075379,,DC
292431146,549,Woodley Park Metro / Calvert St & Connecticut Ave NW,31323,38.923389,-77.051833,YES,NO,,,NO,10,13,395505.27970405,139502.94951435,,DC
292431147,550,McLean Metro,32230,38.924002,-77.208127,YES,NO,,,NO,11,8,381952.34986539,139590.29495076,,
292431148,551,Trinidad Rec Center,31525,38.906299,-76.983221,YES,NO,,,NO,5,13,401455.34677634,137604.67511904,,DC
292431149,552,Rosedale Rec Center,31658,38.897808,-76.979634,YES,NO,,,NO,10,9,401766.67981983,136662.16902837,,DC
292431150,553,11th & C St SE,31659,38.885908,-76.991476,YES,NO,,,NO,9,9,400739.55076938,135341.01300804,,DC
292431151,554,New Hampshire & Gallatin St NW,31418,38.951596,-77.012808,YES,NO,,,NO,8,11,398889.78818014,142632.97619532,,DC
292431152,555,United Medical Center,31823,38.835737,-76.983144,YES,NO,,,NO,6,13,401463.47177436,129771.76802207,,DC
292431153,556,18th & New Hampshire Ave NW,31324,38.911268,-77.041829,YES,NO,,,NO,3,16,396372.16415257,138156.97222624,,DC
292431154,560,Dunn Loring Metro,32231,38.8828,-77.2283,YES,NO,,,NO,1,18,380191.62134775,135020.73555047,,
292431155,561,Oglethorpe St & 42nd Ave,32408,38.959361,-76.946361,YES,NO,,,NO,6,9,404648.98200656,143496.25034327,,
292431156,562,Southern Ave Metro,32409,38.840107,-76.9753,YES,NO,,,NO,5,10,402144.37234077,130257.02293383,,
292431157,563,Queens Chapel & Hamilton St,32410,38.9546,-76.9595,YES,NO,,,NO,7,8,403510.43742267,142967.14840716,,
292431158,564,Northwestern High School,32411,38.975505,-76.952199,YES,NO,,,NO,4,11,404142.05440511,145288.1052711,,
292431159,565,New Hampshire Ave & East-West Hwy,32412,38.974205,-76.995227,YES,NO,,,NO,13,2,400413.59777505,145142.71916183,,
292431160,566,Rhode Island Ave & 39th St / Brentwood Arts Exchange,32413,38.939271,-76.955047,YES,NO,,,NO,11,4,403897.25009772,141265.67250703,,
292431161,567,Riggs Rd & East West Hwy,32414,38.9725,-76.9807,YES,NO,,,NO,13,4,401672.45505879,144953.61383367,,
292431162,568,Tanger Outlets,32415,38.7968,-77.0026,YES,NO,,,NO,7,8,399774.13967395,125449.3771287,,
292431163,569,Chillum Rd & Riggs Rd / Riggs Plaza,32416,38.961737,-76.995922,YES,NO,,,NO,7,8,400353.43533076,143758.65047423,,
292431164,570,Hyattsville Library / Adelphi Rd & Toledo Rd,32417,38.9698,-76.9493,YES,NO,,,NO,9,6,404393.61038733,144654.93141295,,
292431165,571,George Mason High School / Haycock Rd & Leesburg Pike,32600,38.895172,-77.190275,YES,NO,,,NO,8,4,383493.70600472,136386.55726839,,
292431166,572,State Theatre / Park Pl & N Washington St,32601,38.882746,-77.170032,YES,NO,,,NO,8,4,385247.2082725,135003.71122648,,
292431167,573,N Oak St & W Broad St,32602,38.88837,-77.179832,YES,NO,,,NO,10,2,384398.14418696,135629.64688365,,
292431168,574,Pennsylvania Ave & Park Ave,32603,38.887403,-77.176992,YES,NO,,,NO,8,4,384644.3283345,135521.82102087,,
292431169,575,E Fairfax St & S Washington St,32604,38.880612,-77.171891,YES,NO,,,NO,7,5,385085.46665642,134767.12337388,,
292431170,576,N Roosevelt St & Roosevelt Blvd,32606,38.878085,-77.153953,YES,NO,,,NO,4,8,386641.42545237,134483.82977891,,
292431171,577,W Broad St & Little Falls St,32605,38.883601,-77.173438,YES,NO,,,NO,10,2,384951.86805204,135099.17857073,,
292431172,578,S Maple Ave & S Washington St,32607,38.87972,-77.178408,YES,NO,,,NO,10,2,384519.81077055,134669.18967693,,
292431173,579,Falls Church City Hall / Park Ave & Little Falls St,32608,38.885434,-77.173605,YES,NO,,,NO,9,3,384937.76547853,135302.68288102,,
292431174,580,W Columbia St & N Washington St,32609,38.885621,-77.166917,YES,NO,,,NO,2,10,385518.063853,135322.35905472,,
292431175,581,West Falls Church Metro,32232,38.9001,-77.1887,YES,NO,,,NO,2,17,383631.46732986,136933.31976695,,
292431176,582,Jones Branch Drive & Scotts Crossing Rd,32233,38.928502,-77.215624,YES,NO,,,NO,9,2,381303.43158808,140091.34087456,,
292431177,583,Georgia Ave & Morton St NW,31419,38.932128,-77.0235,YES,NO,,,NO,9,10,397962.43730388,140472.03972788,,DC
292431178,584,Merrilee Dr & Lauren Elizabeth Lane,32234,38.879355,-77.230681,YES,NO,,,NO,9,1,379984.06870252,134638.83477072,,
292431179,585,Merrifield Cinema & Merrifield Town Center,32235,38.870093,-77.22997,YES,NO,,,NO,6,5,380043.17117128,133610.53068885,,
292431180,586,Rhode Island & Montana Ave NE,31526,38.9243,-76.9859,YES,NO,,,NO,8,10,401222.67184421,139602.89664557,,DC
292431181,587,7th & S St NW,31130,38.914204,-77.022175,YES,NO,,,NO,8,10,398076.83783137,138482.29494212,,DC
292431182,588,North Capitol & R St NE,31527,38.912524,-77.008798,YES,NO,,,NO,6,8,399236.96146732,138295.60421426,,DC
292431183,589,17th & Upshur St NW,31420,38.942146,-77.038684,YES,NO,,,NO,5,14,396646.3830036,141584.57395993,,DC
292431184,591,14th & Otis Pl NW,31131,38.934405,-77.032687,YES,NO,,,NO,10,9,397165.9708825,140725.05164837,,DC
292431185,592,John McCormack Rd NE,31528,38.938889,-76.997226,YES,NO,,,NO,4,15,400240.49629906,141222.31123502,,DC
292431186,593,West Hyattsville Metro,32418,38.955349,-76.968084,YES,NO,,,NO,6,11,402766.3690092,143049.99915267,,
292431187,594,Capitol Heights Metro,32419,38.888524,-76.913188,YES,NO,,,NO,9,10,407531.61870631,135634.95593876,,
292431188,595,Prince George's Plaza Metro,32420,38.965742,-76.954803,YES,NO,,,NO,9,8,403916.94908185,144204.20467675,,
292431189,596,Riverdale Park Town Center,32421,38.962119,-76.935578,YES,NO,,,NO,14,3,405583.34648355,143803.01821205,,
292431190,597,The Mall at Prince Georges,32422,38.968842,-76.954171,YES,NO,,,NO,6,11,403971.54791212,144548.36117491,,
292431191,598,Wheaton Library & Community Rec Center,32084,39.047323,-77.051097,YES,NO,,,NO,4,7,395576.80296517,153260.8071153,,
292431192,599,Edgewood Rec Center,31529,38.924144,-77.002098,YES,NO,,,NO,3,12,399818.07296803,139585.48698481,,DC
292431193,601,8th & K St NE,31660,38.902732,-76.99515,YES,NO,,,NO,12,3,400420.69163128,137208.58663218,,DC
292431194,602,Kingman Island/The Fields at RFK,31716,38.895955,-76.967845,YES,NO,,,NO,14,5,402789.40707552,136456.76548407,,DC
292431195,603,Kenilworth Terrace & Hayes St. NE,31717,38.900468,-76.947287,YES,NO,,,NO,4,15,404572.49908828,136958.57339277,,DC
292431196,604,National Harbor Carousel,32423,38.7859,-77.0167,YES,NO,,,NO,7,8,398549.06041287,124239.54062107,,
292431197,605,Valley Ave & Wheeler Rd SE,31824,38.836646,-76.993589,YES,NO,,,NO,11,8,400556.60881249,129872.55765109,,DC
292431198,606,Ridge Rd Community Center,31718,38.876227,-76.940981,YES,NO,,,NO,9,10,405121.24192941,134267.96893124,,DC
292431199,607,Fort Stanton Rec Center,31825,38.857369,-76.977688,YES,NO,,,NO,10,9,401936.58573692,132173.17304689,,DC
292431200,1,Eads St & 15th St S,31000,38.858971,-77.05323,YES,NO,,,NO,2,13,395379.96861159,132352.11690319,,
